frame	time	centroid_l	centroid_r	spread_l	spread_r	flux_l	flux_r	flatness_l	flatness_r	rolloff_l	rolloff_r	rms_l	rms_r	peak_l	peak_r
3587	149.336327	1839.25	1836.17	3606.92	3514.52	0.0260899	0.0147842	0.141768	0.145271	3445.31	3596.04	-20.211482	-18.076059	-9.716479	-9.375815
3588	149.377959	1977.51	1632.03	3740.62	3456.48	0.0339379	0.0137979	0.141265	0.117009	3919.04	2153.32	-20.707822	-17.578699	-11.257574	-8.717790
3589	149.419592	1526.15	2080.32	3264.35	3655.1	0.0183518	0.0323083	0.109432	0.185896	1894.92	4026.71	-18.712342	-17.359950	-9.565645	-9.883386
3590	149.461224	2536.15	1415.12	4104.8	3118.79	0.0140725	0.0337975	0.24115	0.113429	5534.03	1830.32	-18.451524	-20.778551	-10.794695	-13.685582
3591	149.502857	1668.4	1336.73	3425.18	3167.5	0.029254	0.0158664	0.151076	0.106675	2950.05	1162.79	-16.685705	-19.147668	-9.361478	-12.058923
3592	149.54449	1400.05	1866.82	3164.35	3639.16	0.018958	0.0251195	0.102104	0.142227	1744.19	3596.04	-18.510382	-17.158165	-10.118903	-6.340416
3593	149.586122	1517.91	1551.04	3367.43	3144.79	0.0368532	0.0193459	0.125307	0.126579	2131.79	2476.32	-17.517732	-14.814947	-9.312790	-6.653212
3594	149.627755	2097.3	1282.46	3932.93	2985.56	0.0287826	0.0240383	0.152338	0.0893686	5684.77	1356.59	-18.331770	-16.795822	-9.580084	-8.622457
3595	149.669388	2189.3	1118.61	4122.19	2775.72	0.0175141	0.0623921	0.154371	0.0830128	6438.43	1442.72	-18.637078	-16.759738	-10.196103	-8.042820
3596	149.71102	1515.06	1236.16	3298.24	2947.09	0.0116232	0.0418646	0.126252	0.102917	2131.79	1722.66	-21.056445	-20.287478	-13.828174	-11.134747
3597	149.752653	2444.6	1325.71	3971.68	3090.38	0.0284088	0.0216964	0.202916	0.0968879	5060.3	1291.99	-21.573059	-18.979908	-13.352175	-9.449616
3598	149.794286	1776.19	1327.78	3484.2	3092.23	0.0240509	0.0286637	0.145155	0.107358	2583.98	1528.86	-18.609921	-19.621315	-10.359157	-13.011201
3599	149.835918	1912.5	1751.87	3732.15	3427.36	0.0162486	0.0194561	0.166903	0.157443	3682.18	2885.45	-18.985877	-23.180974	-9.683693	-14.946143
3600	149.877551	2346.69	1392.13	4211.97	3062.8	0.0271496	0.0141219	0.17221	0.118328	7041.36	2239.45	-19.936162	-19.603149	-9.823475	-10.743754
3601	149.919184	1929.35	1905.1	3791.28	3651.57	0.0267977	0.033777	0.144302	0.151398	4435.84	3445.31	-17.558299	-22.270186	-9.381454	-12.478387
3602	149.960816	3015.01	1920.26	4236	3662	0.0211761	0.0332728	0.276892	0.171596	6158.5	3682.18	-17.593853	-20.612821	-8.230837	-11.646656
3603	150.002449	1907.63	2083.96	3555.27	3899.31	0.0361335	0.0247077	0.173661	0.18437	3466.85	4737.3	-17.042173	-20.237713	-8.146182	-10.879802
3604	150.044082	2686.67	1537.26	4368.48	3293.69	0.0324813	0.0270766	0.195651	0.105717	7665.82	1916.46	-19.628400	-18.717836	-11.844159	-8.621844
3605	150.085714	1058.64	1561.75	2670.8	3330.04	0.0196428	0.0190085	0.0753803	0.112479	925.928	2024.12	-18.954745	-19.243508	-10.424740	-11.822273
3606	150.127347	1685.01	1514.19	3497.07	3284.8	0.0236183	0.0180108	0.108714	0.0960445	2605.52	1787.26	-14.941862	-17.824796	-7.284396	-9.050604
3607	150.16898	2031.06	1821.02	3896.77	3543.6	0.0160049	0.0233406	0.14474	0.14317	5254.1	3531.45	-16.099666	-15.918352	-7.003796	-8.054783
3608	150.210612	1826.8	1590.91	3687.76	3276.97	0.0394697	0.0279265	0.137413	0.140068	3768.31	2648.58	-16.536882	-18.256823	-8.270313	-9.916422
3609	150.252245	2066.76	1419.43	3968.89	3231.11	0.0334942	0.0342146	0.147119	0.101013	5641.7	1485.79	-16.576753	-18.383596	-6.248940	-8.973123
3610	150.293878	1581.67	1439.66	3287.7	3264.27	0.0397866	0.0365603	0.117684	0.10491	2110.25	1701.12	-18.239872	-17.739115	-10.848279	-9.057279
3611	150.33551	1726.65	1658.02	3614.9	3571.09	0.041773	0.0255697	0.116973	0.110005	2734.72	2519.38	-17.357574	-21.340898	-9.439064	-14.378650
3612	150.377143	2631.6	2256.59	4464.51	3857.43	0.0187705	0.026457	0.172289	0.146057	8096.48	5124.9	-16.702227	-21.004196	-9.142924	-13.577929
3613	150.418776	1903.74	1987.59	3782.06	3570.48	0.0242152	0.0264531	0.165209	0.176309	3682.18	3617.58	-18.546310	-22.247199	-9.594332	-14.046517
3614	150.460408	1871.37	2302.39	3472.71	3880.91	0.023255	0.0302902	0.166663	0.214332	3402.25	4543.51	-16.924417	-24.343401	-8.458864	-14.602722
3615	150.502041	1623.02	1645.28	3226.58	3406.54	0.0511262	0.0157003	0.138014	0.131297	2540.92	2304.05	-18.483256	-21.604985	-10.025530	-12.002751
3616	150.543673	1142.98	2089.64	2782.83	3824.78	0.0359219	0.0230521	0.0845206	0.16043	1356.59	4435.84	-19.723742	-22.011679	-10.862691	-13.747988
3617	150.585306	2504.46	1825.21	4297.43	3605.78	0.0226708	0.0137081	0.157329	0.124565	7321.29	3143.85	-16.657861	-20.866880	-6.563412	-11.933197
3618	150.626939	2025.66	2177.11	3884.29	3903.95	0.0158182	0.0215673	0.152851	0.199779	5340.23	4435.84	-17.122667	-19.832353	-8.890292	-12.240235
3619	150.668571	2371.37	2034.45	3810.92	3752.11	0.022479	0.0134646	0.20842	0.183046	4521.97	3768.31	-19.972319	-21.056942	-12.642921	-12.716959
3620	150.710204	1072.63	1775.12	2758.49	3520.45	0.0286416	0.0228889	0.0898549	0.147152	1184.33	3079.25	-17.834557	-18.384421	-10.355771	-11.463989
3621	150.751837	1477.89	1721.67	3106.09	3432.11	0.0354876	0.0268238	0.11567	0.138321	1916.46	2304.05	-19.098332	-17.326426	-11.006288	-9.866876
3622	150.793469	1691	1536.74	3553.1	3379.57	0.0282468	0.0346728	0.126768	0.113724	2540.92	1873.39	-18.608317	-18.273846	-10.519549	-9.279946
3623	150.835102	1444.89	1573.15	3221.39	3432.69	0.0239289	0.0188702	0.101543	0.110935	1851.86	2045.65	-21.553778	-18.990474	-12.404307	-10.551933
3624	150.876735	1665.18	1891.52	3399.43	3797.36	0.0188271	0.0323961	0.133861	0.145807	2734.72	3897.51	-18.761635	-20.567621	-11.570067	-9.817389
3625	150.918367	2949.26	2112.95	4451.43	3768.46	0.0400125	0.0318205	0.238536	0.17218	7881.15	4198.97	-21.152387	-18.217312	-10.750726	-9.146330
3626	150.96	3098.35	2470.31	4615.43	4268.25	0.0320871	0.0305753	0.237101	0.208628	8764.01	7041.36	-19.553975	-18.821298	-11.435063	-10.078210
3627	151.001633	1817.07	2509.11	3725.12	3933.52	0.0223703	0.0170772	0.172954	0.222682	2842.38	4780.37	-17.864199	-20.596930	-10.241241	-12.720106
3628	151.043265	1921.44	1241.91	3720.76	2994.87	0.0253732	0.0252228	0.139007	0.0878811	4112.84	1313.53	-17.014901	-19.437080	-8.517870	-13.075904
3629	151.084898	1814.84	1480.49	3586.37	3268.26	0.0255315	0.0155607	0.126557	0.105875	3057.71	1873.39	-19.487208	-22.006553	-10.854284	-13.228623
3630	151.126531	2084.4	1522.57	3646.77	3460.98	0.045596	0.0335978	0.188023	0.132647	3940.58	1937.99	-17.128064	-19.200026	-9.755041	-11.249103
3631	151.168163	1782.75	2067.99	3479.06	3813.89	0.0392446	0.0296612	0.155656	0.177301	3079.25	4629.64	-19.295997	-18.622382	-10.341628	-10.950017
3632	151.209796	1715.89	1407.92	3453.37	3220.52	0.0288192	0.0258433	0.13077	0.111437	2562.45	1507.32	-19.256277	-21.577383	-10.742577	-12.869716
3633	151.251429	1676.29	1463.78	3411.75	3174.64	0.0310774	0.0196614	0.119883	0.107738	2605.52	2067.19	-18.083199	-19.725197	-9.927248	-12.814987
3634	151.293061	3054.32	1825.3	4627.06	3607.04	0.0215039	0.0340241	0.19454	0.1371	8807.08	3273.05	-15.891612	-21.628739	-7.478069	-12.293957
3635	151.334694	2386.44	1966.03	3909.85	3804.26	0.0253968	0.0175758	0.213772	0.184826	4974.17	3789.84	-15.689188	-20.736789	-8.417841	-12.004579
3636	151.376327	1434.47	2007.53	3201.64	3744.18	0.0199996	0.0163172	0.101388	0.144109	1765.72	4285.11	-17.789891	-21.911565	-9.598082	-13.284519
3637	151.417959	1387.86	2168.08	3158.58	3979.77	0.0289223	0.0164913	0.107459	0.174961	1658.06	5512.5	-16.593430	-19.843209	-8.710124	-13.054144
3638	151.459592	1734.41	2601.97	3386.42	4330.74	0.0348555	0.0127419	0.144673	0.213935	3273.05	7428.96	-18.671568	-20.906600	-11.262016	-10.999851
3639	151.501224	1916.26	2088.38	3815.45	3980.58	0.0518088	0.0300047	0.120982	0.136639	4737.3	5835.5	-18.221767	-19.418584	-10.229614	-10.813192
3640	151.542857	2151.23	2269.15	3934.2	4097.92	0.0365602	0.0302281	0.163282	0.197624	5404.83	5857.03	-19.725933	-22.022531	-11.423090	-13.833353
3641	151.58449	1592.97	1951.45	3329.63	3584.17	0.0236908	0.0150742	0.119988	0.176663	2067.19	3682.18	-19.756457	-20.171927	-12.059913	-12.023632
3642	151.626122	2152.57	1820.42	3705.41	3696.87	0.0330978	0.0194797	0.188382	0.157936	4608.11	3100.78	-19.582927	-20.281508	-10.876261	-11.025970
3643	151.667755	1670.25	1637.72	3441.82	3487.8	0.0262243	0.0265657	0.12582	0.124331	2433.25	2368.65	-16.463310	-20.715183	-8.812420	-10.962399
3644	151.709388	1665.76	2188.71	3515.23	3740.33	0.0450141	0.0243199	0.14695	0.192939	2562.45	4414.31	-17.294812	-18.461128	-7.310899	-10.431079
3645	151.75102	2021.81	1481.73	3883.38	3197.1	0.0293017	0.0158927	0.138508	0.113424	5340.23	1830.32	-16.510057	-22.799327	-9.037939	-15.178434
3646	151.792653	2140.75	1197.93	3765.23	2898.13	0.0231568	0.0446116	0.191189	0.0988186	4392.77	1378.12	-16.287228	-18.949458	-9.672431	-10.316364
3647	151.834286	2418.07	1926.98	4092.99	3808.8	0.0214082	0.0371311	0.197466	0.165238	6266.16	3596.04	-16.292959	-21.520564	-8.414329	-12.428435
3648	151.875918	1553.57	1669.32	3343.91	3532.58	0.0308785	0.0153938	0.120133	0.128228	2110.25	2476.32	-15.475385	-20.543225	-6.747089	-12.928105
3649	151.917551	1382.1	1638.93	3065.4	3452.91	0.0371622	0.017025	0.102773	0.120622	1894.92	2734.72	-15.201026	-20.059685	-7.744479	-11.524158
3650	151.959184	1830.31	1975.29	3715.54	3832.92	0.0374152	0.0151449	0.155157	0.177496	3122.31	3962.11	-18.174190	-21.679743	-8.531978	-12.516961
3651	152.000816	2010.46	2533.22	3935.05	3956.48	0.0306301	0.0233508	0.163306	0.224264	5340.23	4909.57	-20.071987	-19.120213	-10.945506	-10.335121
3652	152.042449	2031.32	1882.14	3910.93	3568.3	0.0214425	0.0191082	0.143214	0.164328	5383.3	3596.04	-17.616171	-18.672520	-9.821523	-10.237812
3653	152.084082	2016.17	1411.3	3611.16	3259.56	0.0258568	0.0245754	0.181683	0.121442	3789.84	1614.99	-19.855734	-18.854726	-13.184499	-11.950569
3654	152.125714	2090.63	1669.96	3700.5	3514.15	0.0252793	0.0204835	0.168636	0.128183	4629.64	2756.25	-18.772439	-18.302085	-8.859510	-9.731371
3655	152.167347	1681.28	1570.42	3368.98	3450.53	0.0312545	0.0182622	0.146272	0.130604	2756.25	1959.52	-20.508006	-17.690625	-12.289493	-10.199712
3656	152.20898	1288.1	1651.77	2961.32	3397.08	0.0192644	0.0200499	0.0925647	0.118615	1485.79	2885.45	-19.047495	-18.465696	-8.606885	-8.869506
3657	152.250612	1474.35	1283.91	3166.65	3045.47	0.0212307	0.0341771	0.112988	0.0997546	1851.86	1270.46	-20.102354	-18.839703	-10.436969	-9.936954
3658	152.292245	1405.4	1979.14	3164.79	3760.85	0.0312956	0.039476	0.112896	0.166255	1679.59	4091.31	-19.320378	-17.086715	-11.337494	-9.345944
3659	152.333878	1733.5	1618.11	3480.7	3375.95	0.0248454	0.0401097	0.14994	0.142519	2476.32	2713.18	-18.510325	-17.207768	-9.916723	-9.212675
3660	152.37551	2007.8	1380.78	3671.75	3185.34	0.0267672	0.0338235	0.179645	0.113177	3660.64	1550.39	-18.906577	-18.098309	-9.257703	-9.036030
3661	152.417143	1501.39	1404.04	3212.45	3244.6	0.0356183	0.0249078	0.119188	0.115708	2196.39	1787.26	-17.064686	-16.645702	-9.072911	-8.857679
3662	152.458776	2030.24	1612.28	3864.27	3414.77	0.023444	0.026447	0.158852	0.129822	4974.17	2713.18	-15.995588	-17.860998	-8.698673	-11.122136
3663	152.500408	2586.49	1517.94	3968.61	3421.12	0.0316592	0.0267618	0.229533	0.137159	5254.1	2282.52	-15.341110	-15.094819	-7.245635	-7.549397
3664	152.542041	1250.57	1565.16	2946.04	3427.01	0.0314007	0.0226404	0.0901149	0.117362	1464.26	2153.32	-14.082161	-19.231769	-5.626748	-11.159171
3665	152.583673	1980.59	1560.42	3921.73	3282.99	0.0380442	0.0368735	0.143379	0.120606	5124.9	2282.52	-16.050745	-16.738762	-7.787034	-9.008576
3666	152.625306	1755.63	1848.31	3555.79	3628.6	0.0279268	0.0335017	0.140262	0.151546	2734.72	3186.91	-15.691239	-18.167973	-7.861216	-9.660477
3667	152.666939	1573.76	1357.72	3178.26	3157.84	0.036579	0.042574	0.11319	0.100988	3208.45	1248.93	-16.555652	-17.085317	-7.608902	-10.280346
3668	152.708571	1040.4	1551.6	2543.57	3302.5	0.046354	0.0433956	0.0687164	0.107779	1055.13	2153.32	-16.971337	-18.163744	-9.244213	-10.088228
3669	152.750204	1399.52	1930.2	3164.57	3651.11	0.0507277	0.0205772	0.106815	0.144904	1571.92	3897.51	-17.302964	-18.620734	-9.386689	-10.617338
3670	152.791837	2032.86	1682.7	3854.14	3538.05	0.0120261	0.0204561	0.159944	0.131279	4801.9	2627.05	-15.868376	-16.952183	-8.454134	-9.517287
3671	152.833469	1696.42	2021.54	3599.05	3793.51	0.0383385	0.0343934	0.131083	0.163085	2390.19	4306.64	-18.067549	-18.454128	-10.126659	-10.241602
3672	152.875102	2034.78	1943.3	3847.16	3644.79	0.0285614	0.0232386	0.161332	0.155516	4823.44	4392.77	-17.347964	-17.188932	-9.254564	-8.618108
3673	152.916735	1825.95	1796.87	3477.15	3686.2	0.0228862	0.02395	0.166045	0.156135	3337.65	3036.18	-16.222478	-20.194985	-8.192926	-11.850455
3674	152.958367	1283.71	1696.15	2955.37	3555.41	0.0358633	0.0310202	0.0985128	0.12351	1507.32	2648.58	-18.251997	-19.852864	-8.263230	-11.800956
3675	153	1716	2366.31	3533.8	4012.99	0.027795	0.0285025	0.145418	0.202727	2713.18	5684.77	-14.507478	-17.480800	-7.120949	-9.980689
3676	153.041633	1999.77	2453.48	3873.22	3993.78	0.042058	0.0261987	0.176593	0.221282	4758.84	5038.77	-14.835107	-16.780192	-8.177556	-10.174034
3677	153.083265	1971.93	1565.41	3738.74	3346.43	0.0398642	0.0295592	0.162373	0.119612	4155.91	1851.86	-15.248723	-15.465810	-6.928070	-9.301363
3678	153.124898	1446.28	1945.57	3208.48	3597.67	0.0453451	0.0111333	0.128296	0.169975	2239.45	3574.51	-14.311993	-17.784642	-5.985220	-8.743259
3679	153.166531	1387.8	1254.89	3114.52	3037.7	0.0233886	0.0167134	0.116951	0.0972326	1959.52	1291.99	-17.042249	-16.369729	-6.732911	-8.894484
3680	153.208163	1221.56	1587.44	2997.57	3425.93	0.057088	0.0281709	0.0817243	0.105238	1227.39	2110.25	-15.135857	-18.190356	-7.357371	-9.988497
3681	153.249796	1240.55	1484.98	2941.69	3275.35	0.0430374	0.0275628	0.0871396	0.104367	1464.26	1873.39	-15.018596	-17.269852	-8.070015	-10.815193
3682	153.291429	2415.39	1594.55	4215.52	3373.49	0.0402004	0.0224374	0.159435	0.118722	7041.36	2153.32	-15.674011	-16.718606	-7.643410	-8.174408
3683	153.333061	1456.78	1314.83	3106.67	3017.28	0.0357009	0.0236796	0.104442	0.0986972	2088.72	1528.86	-15.350264	-19.956647	-7.202765	-10.953812
3684	153.374694	1375.88	1371.77	3080.01	3151.85	0.0426538	0.0265209	0.0973694	0.0957819	1614.99	1571.92	-14.658108	-18.252891	-6.807499	-10.774750
3685	153.416327	1277.29	2102.64	3073.16	3674.08	0.0428138	0.0288717	0.0984785	0.176733	1270.46	4091.31	-19.754952	-20.040586	-10.830132	-10.527483
3686	153.457959	1247.99	1414.2	3008.18	3138.68	0.037435	0.0298368	0.095099	0.11359	1378.12	1916.46	-19.586706	-20.191631	-11.711450	-9.120550
3687	153.499592	1951	1623.89	3653.61	3405.71	0.0538189	0.0371252	0.145952	0.127328	3703.71	2282.52	-19.583736	-21.859469	-10.680194	-13.764159
3688	153.541224	2218.59	2103.58	3876.13	3751.46	0.0210862	0.0203873	0.203071	0.18968	4952.64	4048.24	-20.530610	-18.490660	-10.665392	-10.356989
3689	153.582857	2817.68	1865.25	4263.31	3801.2	0.0155228	0.019466	0.265091	0.165422	6804.49	3380.71	-21.109775	-18.827637	-11.809453	-12.023410
3690	153.62449	1544.36	1538.49	3235.15	3358.2	0.0175767	0.0216279	0.134648	0.10374	2110.25	2088.72	-19.995273	-20.856429	-12.986099	-12.170672
3691	153.666122	1749.65	1764.72	3484.05	3609.65	0.0244187	0.0220432	0.125722	0.129209	2863.92	3165.38	-21.723939	-18.070728	-13.169640	-9.154653
3692	153.707755	2374.14	2678.41	3905.15	4316.72	0.0210124	0.0280696	0.217123	0.232325	4974.17	7299.76	-20.219418	-19.053083	-11.779962	-11.419709
3693	153.749388	1585.14	1719.66	3261.16	3608.58	0.0202721	0.0340632	0.133257	0.138354	2282.52	2950.05	-21.741855	-19.628979	-13.144329	-11.697317
3694	153.79102	1810.62	2332.58	3556.69	3873.8	0.0183682	0.0251597	0.167383	0.20981	3380.71	4629.64	-17.935510	-18.958185	-11.334134	-11.392840
3695	153.832653	1817.16	1413.33	3552.7	3189.12	0.0192503	0.0242733	0.151738	0.110487	2971.58	1464.26	-17.168728	-17.904611	-9.472878	-9.891620
3696	153.874286	1447.97	1455.62	3142.7	3221.08	0.0372491	0.0228148	0.106153	0.109419	1959.52	1830.32	-18.913485	-19.482596	-10.934973	-11.454599
3697	153.915918	1835.44	1749.16	3675.14	3528.19	0.0286495	0.0229245	0.127401	0.123138	3337.65	3466.85	-15.322050	-20.082126	-7.970491	-12.095216
3698	153.957551	2291.84	1792.36	4125.87	3491.9	0.0305561	0.019045	0.174636	0.145203	6524.56	3229.98	-13.805827	-20.196421	-6.776963	-10.645011
3699	153.999184	2112.37	1591.15	3954.15	3388.39	0.0430972	0.015077	0.1543	0.119887	5706.3	1894.92	-15.928607	-20.498160	-8.442695	-10.837797
3700	154.040816	1342.65	1637.93	3082.15	3389.9	0.0320538	0.0131608	0.0885426	0.113939	1571.92	2239.45	-16.998379	-20.400139	-10.984229	-11.834307
3701	154.082449	1591.47	2059.62	3242.47	3869.81	0.0439746	0.019616	0.12016	0.163982	3208.45	4586.57	-18.915766	-22.986421	-9.219747	-13.960732
3702	154.124082	1598.69	1724.92	3420.25	3553.52	0.0414084	0.0254979	0.114649	0.12092	2067.19	2605.52	-16.606238	-18.948640	-9.427568	-11.625746
3703	154.165714	1296.33	2540.57	2952.89	4196.9	0.0321358	0.0289165	0.0900373	0.226777	1485.79	6459.96	-17.295926	-20.140228	-8.020854	-12.182821
3704	154.207347	2522.79	1920.41	4128.98	3622.27	0.0365588	0.028147	0.240745	0.180426	5684.77	3574.51	-21.166681	-19.502096	-12.524731	-9.765796
3705	154.24898	1894.19	1709.75	3649.67	3601.93	0.0293075	0.0201113	0.167196	0.149065	3639.11	2476.32	-17.202144	-22.159022	-10.994328	-14.415534
3706	154.290612	1637.26	1771.02	3343	3475.56	0.0554176	0.0159291	0.136591	0.142479	2239.45	3122.31	-18.802486	-19.415536	-9.784591	-10.837792
3707	154.332245	1634.38	1661.59	3298.12	3467.13	0.0358036	0.0212321	0.14053	0.136968	2820.85	2368.65	-21.443128	-19.707378	-13.157963	-12.511774
3708	154.373878	2197.57	1670.12	4017.36	3397.99	0.0242705	0.0213357	0.142192	0.113753	6180.03	2691.65	-20.261584	-19.828625	-11.223248	-11.968618
3709	154.41551	1883.44	1769.73	3702.15	3583.81	0.0305505	0.0208681	0.1246	0.109842	3531.45	3079.25	-21.119558	-18.214738	-12.029640	-10.403960
3710	154.457143	1875.57	2642.68	3688.79	4143.7	0.0160353	0.020713	0.13115	0.237283	3402.25	5792.43	-21.315399	-19.331950	-12.289767	-10.079134
3711	154.498776	2962.24	1658.03	4519.34	3386.98	0.019862	0.0197925	0.221386	0.133289	7924.22	2691.65	-20.632911	-20.640108	-12.203592	-13.401389
3712	154.540408	2353.06	1444.67	3932.02	3270.7	0.0189078	0.0259624	0.173715	0.105369	5555.57	1701.12	-19.156982	-18.403463	-11.046697	-9.845713
3713	154.582041	2041.02	1834.41	3733.59	3667.55	0.022814	0.0294806	0.148134	0.132639	3875.98	3316.11	-19.774456	-17.409152	-11.548513	-10.149608
3714	154.623673	1647.78	1631.63	3387.74	3438.06	0.0298041	0.0328749	0.122148	0.120108	2885.45	2282.52	-18.018269	-20.637632	-7.503735	-12.483026
3715	154.665306	1579.74	1760.7	3386.89	3609.51	0.0201383	0.0367102	0.12497	0.138467	2174.85	3186.91	-20.060712	-19.158741	-12.288292	-11.710486
3716	154.706939	2244	2995.19	4003.63	4338.17	0.0211497	0.0373448	0.208715	0.283744	5081.84	6244.63	-17.246272	-20.781735	-8.951416	-13.715596
3717	154.748571	2440.45	1853.39	3847.84	3621.02	0.0229747	0.0226262	0.219757	0.172217	4608.11	3402.25	-17.000860	-20.737435	-8.585563	-12.678897
3718	154.790204	2061.82	1423.99	3849.93	3214.25	0.0355391	0.0217181	0.172509	0.107017	4758.84	1571.92	-18.486783	-20.917099	-9.134500	-12.957365
3719	154.831837	1515.61	1503.56	3369.17	3261.55	0.0191787	0.0203481	0.105995	0.107746	1787.26	2067.19	-14.414398	-19.015264	-6.980647	-10.318440
3720	154.873469	1368.38	1738.11	3052.43	3571.45	0.0272567	0.0228424	0.0997567	0.130704	1679.59	2906.98	-17.769071	-17.572485	-7.670461	-10.739118
3721	154.915102	1432.69	2141.33	3262.77	3762.68	0.0225434	0.0276849	0.121216	0.189349	1614.99	4694.24	-16.353285	-16.821350	-7.547150	-8.035082
3722	154.956735	1721.85	1549.47	3416.12	3311.87	0.023912	0.0210705	0.13514	0.127604	3208.45	1916.46	-17.707560	-18.171701	-10.325931	-10.445901
3723	154.998367	1543.15	1574.15	3299.67	3375.96	0.0202396	0.026618	0.117237	0.114857	1894.92	2174.85	-18.897434	-15.993759	-9.677038	-8.183346
3724	155.04	2446.82	1607.47	4204.89	3457.16	0.0343853	0.0242078	0.161243	0.112584	6976.76	2174.85	-16.414408	-17.889450	-9.756259	-8.333324
3725	155.081633	2423.54	1302.38	4235.93	3146.92	0.0392793	0.0319954	0.161794	0.0867954	7062.89	1184.33	-17.466712	-17.161692	-9.026518	-5.787633
3726	155.123265	2755.79	1880.85	4513.17	3759.72	0.035508	0.035156	0.151328	0.120924	8010.35	3768.31	-14.972635	-15.711329	-6.342670	-7.679034
3727	155.164898	1668.34	2013.64	3430.22	3560.87	0.0334472	0.0167706	0.146023	0.172995	3251.51	3552.98	-16.139602	-16.006531	-8.190308	-5.814789
3728	155.206531	1954.38	1822.92	3889.7	3377.46	0.0555644	0.0401458	0.170814	0.156693	3919.04	3186.91	-14.802070	-14.742503	-7.096172	-6.642328
3729	155.248163	2075.44	1430.71	3758.9	3173.95	0.0337775	0.0376432	0.177132	0.119637	4026.71	1981.05	-15.655428	-16.819214	-7.734345	-8.103122
3730	155.289796	1537.43	1205.87	3207.2	2983.52	0.0447066	0.029074	0.126574	0.0952854	2756.25	1012.06	-16.593296	-16.517926	-5.938649	-7.445412
3731	155.331429	1391.22	1240.75	3092.47	3038.03	0.0316064	0.0274873	0.094258	0.0868815	1765.72	1162.79	-18.146103	-17.738606	-8.958311	-8.880804
3732	155.373061	1820.33	1520.97	3644.03	3378.82	0.0274887	0.0328792	0.121732	0.107252	3273.05	1851.86	-18.067281	-18.837596	-8.381936	-11.183425
3733	155.414694	1944.5	1550.07	3596.45	3373.38	0.0425597	0.020773	0.146524	0.115198	3596.04	2131.79	-14.955651	-13.849461	-6.640945	-5.753245
